epoch,loss_sum
20,67.9137
40,68.4448
60,68.4448
80,68.4448
100,68.4448
120,68.4448
140,68.4448
160,68.4448
180,68.4448
200,68.4448
220,68.4448
240,68.4448
260,68.4448
280,68.4448
300,68.4448
320,68.4448
340,69.0645
360,69.0645
380,69.0645
400,69.0645
420,69.0645
440,69.795
460,69.795
480,69.795
500,69.795
520,69.795
540,69.795
560,69.795
580,69.795
600,69.795
620,69.795
640,69.795
660,69.795
680,69.795
700,69.795
720,69.795
740,69.795
760,69.795
780,69.795
800,69.795
820,69.795
840,69.795
860,69.795
880,69.795
900,69.795
920,69.795
940,69.795
960,69.795
980,69.795
